Worker_ID,Zone,Temperature,Gas_Level,Humidity,Machine_Vibration,Noise_Level,Worker_Fatigue,PPE_Status,Risk_Level
Worker-0794,Steel Furnace,34.97,43.47,38.83,9.36,40.0,64.49,Available,SAFE
Worker-0795,Mining Area,48.93,0.0,52.98,4.2,40.0,68.01,Available,SAFE
Worker-0796,Power Station,63.83,68.65,41.99,2.13,52.34,65.72,Available,SAFE
Worker-0797,Refinery Zone,46.54,32.93,24.38,1.69,40.0,67.02,Missing,SAFE
Worker-0798,Power Station,36.7,62.4,83.47,8.89,69.55,30.67,Available,SAFE
Worker-0799,Power Station,24.65,50.58,71.04,1.44,88.6,81.72,Missing,WARNING
Worker-0800,Steel Furnace,20.0,25.97,42.43,7.81,77.0,59.51,Available,SAFE
Worker-0801,Steel Furnace,37.58,32.56,82.99,1.16,80.93,14.17,Available,SAFE
Worker-0802,Refinery Zone,64.01,52.22,36.86,6.37,48.34,33.31,Missing,WARNING
Worker-0803,Chemical Plant,62.83,91.23,76.86,2.85,98.26,39.96,Missing,CRITICAL
Worker-0804,Mining Area,57.75,55.44,62.15,2.66,82.75,18.98,Available,SAFE
Worker-0805,Assembly Line,49.85,77.1,85.9,7.33,85.88,80.93,Missing,CRITICAL
Worker-0806,Refinery Zone,38.08,63.91,32.11,9.62,96.08,12.84,Missing,WARNING
Worker-0807,Steel Furnace,27.08,52.15,43.1,3.12,86.07,52.02,Available,SAFE
Worker-0808,Mining Area,51.31,30.55,77.62,2.32,75.03,64.9,Missing,SAFE
Worker-0809,Steel Furnace,36.16,33.53,77.13,7.79,108.55,36.3,Missing,WARNING
Worker-0810,Refinery Zone,20.0,15.15,40.82,6.08,47.95,31.45,Missing,SAFE
Worker-0811,Assembly Line,41.79,54.49,73.81,2.52,80.31,92.31,Missing,WARNING
Worker-0812,Assembly Line,54.87,43.26,36.26,2.69,96.16,35.82,Missing,WARNING
Worker-0813,Steel Furnace,42.33,22.18,51.65,2.17,81.88,64.69,Available,SAFE
Worker-0814,Power Station,37.68,71.86,69.93,7.09,116.5,68.03,Available,WARNING
Worker-0815,Mining Area,24.18,64.1,58.94,9.02,63.98,58.41,Available,SAFE
Worker-0816,Refinery Zone,52.51,23.04,74.85,1.96,62.25,76.36,Missing,WARNING
Worker-0817,Mining Area,41.72,64.16,39.2,4.94,113.9,36.38,Available,SAFE
Worker-0818,Refinery Zone,50.55,59.61,57.99,3.41,73.85,87.54,Available,SAFE
Worker-0819,Mining Area,65.9,65.98,77.46,1.25,55.68,41.9,Available,SAFE
Worker-0820,Steel Furnace,29.92,54.0,49.25,6.87,88.11,44.44,Missing,SAFE
Worker-0821,Assembly Line,31.56,50.48,75.84,9.99,63.59,27.97,Available,SAFE
Worker-0822,Assembly Line,57.79,14.27,89.04,2.22,75.28,93.08,Available,WARNING
Worker-0823,Steel Furnace,36.05,37.52,76.18,4.4,63.31,17.51,Missing,SAFE
Worker-0824,Mining Area,27.35,90.51,48.67,1.63,91.63,14.81,Available,WARNING
Worker-0825,Assembly Line,48.14,20.39,59.88,8.59,90.68,47.9,Available,SAFE
Worker-0826,Assembly Line,60.32,67.97,50.81,6.74,53.4,16.01,Missing,WARNING
Worker-0827,Steel Furnace,53.19,0.0,59.84,8.34,78.16,46.73,Missing,WARNING
Worker-0828,Chemical Plant,51.33,77.75,55.68,6.44,93.75,63.55,Missing,WARNING
Worker-0829,Steel Furnace,28.62,38.66,53.1,2.9,84.79,72.56,Available,SAFE
Worker-0830,Mining Area,46.02,0.0,88.84,2.29,64.75,10.73,Available,SAFE
Worker-0831,Refinery Zone,45.84,37.26,82.92,1.07,40.0,45.93,Missing,SAFE
Worker-0832,Steel Furnace,38.2,88.16,42.25,8.32,90.44,60.02,Available,WARNING
Worker-0833,Chemical Plant,34.99,26.68,81.92,4.74,83.51,31.96,Missing,SAFE
Worker-0834,Assembly Line,50.8,65.94,46.42,2.84,40.0,63.28,Available,SAFE
Worker-0835,Refinery Zone,20.0,0.0,76.28,8.21,77.57,48.35,Missing,WARNING
Worker-0836,Assembly Line,54.56,85.41,32.15,5.18,74.31,30.89,Available,SAFE
Worker-0837,Chemical Plant,41.27,60.67,60.91,6.68,87.47,56.15,Available,SAFE
Worker-0838,Mining Area,40.27,21.47,64.92,5.02,58.95,76.13,Available,SAFE
Worker-0839,Steel Furnace,36.52,33.22,74.37,7.39,71.85,45.61,Missing,WARNING
Worker-0840,Chemical Plant,32.16,45.89,73.05,1.99,42.37,92.1,Missing,WARNING
Worker-0841,Steel Furnace,52.2,18.62,76.46,7.99,55.75,67.24,Missing,WARNING
Worker-0842,Chemical Plant,57.92,51.28,55.37,3.23,63.47,93.98,Available,WARNING
Worker-0843,Steel Furnace,67.07,27.51,39.26,3.15,88.31,33.91,Missing,WARNING
Worker-0844,Refinery Zone,23.35,32.93,58.35,4.05,79.86,10.6,Missing,SAFE
Worker-0845,Chemical Plant,59.27,58.17,56.18,8.11,71.04,62.38,Available,WARNING
Worker-0846,Assembly Line,46.89,33.27,40.14,7.93,46.1,78.93,Available,SAFE
Worker-0847,Refinery Zone,53.66,41.78,88.14,5.35,65.32,86.29,Available,SAFE
Worker-0848,Refinery Zone,35.87,59.81,68.19,3.6,82.14,90.94,Available,SAFE
Worker-0849,Mining Area,80.83,74.61,74.46,6.99,77.24,79.93,Missing,CRITICAL
Worker-0850,Chemical Plant,45.39,37.41,58.38,1.65,40.0,68.18,Missing,SAFE
Worker-0851,Steel Furnace,68.89,45.48,36.22,6.83,74.0,24.65,Missing,WARNING
Worker-0852,Steel Furnace,49.36,68.95,44.18,6.64,75.68,31.52,Available,SAFE
Worker-0853,Power Station,52.78,57.4,60.03,5.09,83.3,74.05,Missing,SAFE
Worker-0854,Chemical Plant,47.08,17.85,42.63,4.76,76.96,82.53,Available,SAFE
Worker-0855,Assembly Line,41.46,34.83,49.3,6.61,80.9,40.27,Missing,SAFE
Worker-0856,Chemical Plant,35.02,63.05,34.6,7.42,88.38,84.26,Missing,WARNING
Worker-0857,Mining Area,30.08,51.24,36.34,7.3,69.94,74.5,Missing,WARNING
Worker-0858,Refinery Zone,45.23,20.63,72.91,5.82,75.39,43.51,Available,SAFE
Worker-0859,Mining Area,44.64,75.06,38.09,8.62,40.0,80.72,Available,WARNING
Worker-0860,Mining Area,20.0,20.54,100.0,3.15,68.89,77.49,Available,SAFE
Worker-0861,Refinery Zone,20.0,40.74,54.69,9.54,67.0,35.93,Available,SAFE
Worker-0862,Power Station,42.75,13.4,69.72,5.97,40.0,40.31,Missing,SAFE
Worker-0863,Steel Furnace,52.61,43.57,32.09,3.19,60.84,48.91,Available,SAFE
Worker-0864,Mining Area,33.91,61.31,88.55,4.05,66.61,57.92,Missing,WARNING
Worker-0865,Refinery Zone,54.89,24.9,66.15,4.17,70.04,71.43,Available,SAFE
Worker-0866,Refinery Zone,54.41,38.01,56.83,5.44,71.32,16.96,Missing,SAFE
Worker-0867,Refinery Zone,44.06,51.03,61.69,3.43,90.96,69.7,Missing,WARNING
Worker-0868,Refinery Zone,58.03,15.34,71.76,5.59,87.39,35.51,Available,SAFE
Worker-0869,Steel Furnace,37.97,26.03,87.02,5.86,61.93,16.59,Available,SAFE
Worker-0870,Refinery Zone,55.28,41.46,83.33,5.2,85.62,40.74,Missing,WARNING
Worker-0871,Chemical Plant,36.57,56.98,10.0,6.63,120.0,90.43,Missing,WARNING
Worker-0872,Steel Furnace,62.72,103.59,77.41,2.22,93.98,81.07,Available,CRITICAL
Worker-0873,Steel Furnace,37.86,24.35,46.26,3.29,47.99,51.56,Available,SAFE
Worker-0874,Mining Area,47.86,44.09,62.94,1.49,64.56,81.1,Missing,WARNING
Worker-0875,Power Station,90.0,79.0,35.11,2.78,79.66,37.1,Missing,CRITICAL
Worker-0876,Power Station,24.9,55.81,46.37,2.22,94.36,22.38,Missing,WARNING
Worker-0877,Mining Area,59.91,79.35,42.95,3.19,84.51,81.59,Available,CRITICAL
Worker-0878,Refinery Zone,33.42,85.24,64.55,1.81,87.72,90.57,Available,WARNING
Worker-0879,Mining Area,32.67,14.52,48.61,5.47,72.52,20.48,Missing,SAFE
Worker-0880,Chemical Plant,20.0,17.0,73.42,2.38,87.08,41.16,Missing,SAFE
Worker-0881,Mining Area,29.59,35.67,72.89,2.71,93.56,41.17,Available,SAFE
Worker-0882,Mining Area,49.02,24.41,49.63,6.21,101.51,87.46,Missing,WARNING
Worker-0883,Assembly Line,25.92,50.28,81.25,6.8,67.49,65.31,Missing,SAFE
Worker-0884,Assembly Line,69.96,52.63,71.75,2.5,103.28,77.78,Missing,CRITICAL
Worker-0885,Steel Furnace,38.27,50.96,34.19,4.04,72.13,11.54,Missing,SAFE
Worker-0886,Refinery Zone,61.45,0.0,90.69,8.53,97.45,28.31,Missing,CRITICAL
Worker-0887,Mining Area,45.05,75.75,79.65,4.15,47.0,88.91,Missing,WARNING
Worker-0888,Chemical Plant,46.24,26.8,94.96,3.3,95.8,40.99,Missing,WARNING
Worker-0889,Chemical Plant,39.21,55.86,64.8,7.86,100.06,70.66,Missing,WARNING
Worker-0890,Power Station,49.9,10.27,56.09,9.7,96.2,48.44,Available,SAFE
Worker-0891,Power Station,40.22,19.25,57.53,8.81,81.18,84.91,Missing,WARNING
Worker-0892,Mining Area,35.16,39.11,41.21,8.05,97.38,47.63,Available,SAFE
Worker-0893,Chemical Plant,67.93,42.97,39.83,4.39,40.0,41.22,Missing,WARNING
Worker-0894,Refinery Zone,65.68,47.9,67.79,7.04,40.0,32.9,Missing,CRITICAL
Worker-0895,Mining Area,49.3,41.32,71.3,6.83,107.72,12.49,Missing,WARNING
Worker-0896,Power Station,47.89,104.8,18.01,1.73,88.66,26.43,Missing,WARNING
Worker-0897,Steel Furnace,43.28,59.17,46.85,1.34,74.02,70.96,Missing,SAFE
Worker-0898,Mining Area,55.67,122.82,76.16,2.51,58.04,26.14,Missing,CRITICAL
Worker-0899,Chemical Plant,20.0,36.75,74.66,6.86,49.52,80.08,Missing,WARNING
Worker-0900,Power Station,33.99,41.46,91.97,1.07,89.67,54.05,Missing,WARNING
Worker-0901,Mining Area,46.15,32.21,17.91,9.51,115.84,67.26,Available,SAFE
Worker-0902,Chemical Plant,44.13,26.62,56.28,5.1,43.01,59.48,Missing,SAFE
Worker-0903,Mining Area,29.52,33.99,85.76,6.98,75.29,38.76,Available,SAFE
Worker-0904,Chemical Plant,55.97,58.46,74.31,1.25,120.0,30.97,Available,WARNING
Worker-0905,Power Station,77.78,27.83,92.48,3.52,82.66,58.02,Missing,WARNING
Worker-0906,Chemical Plant,42.44,24.68,76.56,9.92,96.42,33.62,Available,SAFE
Worker-0907,Chemical Plant,20.0,44.45,82.44,7.16,71.27,85.01,Available,SAFE
Worker-0908,Refinery Zone,50.12,38.22,35.67,5.61,52.57,89.96,Missing,WARNING
Worker-0909,Mining Area,42.92,34.4,53.9,2.79,95.94,46.11,Missing,WARNING
Worker-0910,Power Station,56.15,39.88,60.63,9.9,107.15,49.55,Available,WARNING
Worker-0911,Power Station,27.32,39.51,72.19,7.49,43.89,90.01,Available,SAFE
Worker-0912,Refinery Zone,45.62,70.93,66.69,5.97,104.56,19.75,Missing,WARNING
Worker-0913,Mining Area,46.27,18.27,79.13,9.72,120.0,51.16,Missing,WARNING
Worker-0914,Assembly Line,46.27,27.16,23.58,9.16,60.88,26.26,Available,SAFE
Worker-0915,Power Station,24.12,87.6,57.7,3.39,68.08,68.32,Available,SAFE
Worker-0916,Power Station,33.5,46.7,80.58,6.83,85.03,92.36,Missing,WARNING
Worker-0917,Assembly Line,51.0,50.04,39.4,5.75,75.92,20.78,Missing,SAFE
Worker-0918,Refinery Zone,37.79,108.48,59.2,9.55,46.92,42.61,Missing,CRITICAL
Worker-0919,Steel Furnace,70.1,30.26,28.35,4.7,91.34,28.5,Available,WARNING
Worker-0920,Chemical Plant,41.14,43.26,73.78,2.81,61.33,16.81,Available,SAFE
Worker-0921,Assembly Line,40.89,44.64,62.99,8.69,76.96,68.07,Missing,WARNING
Worker-0922,Power Station,50.89,56.34,28.36,8.61,76.0,71.81,Available,SAFE
Worker-0923,Mining Area,34.61,28.52,48.52,1.6,85.73,94.88,Missing,WARNING
Worker-0924,Refinery Zone,60.51,34.81,78.16,9.34,77.47,10.77,Missing,CRITICAL
Worker-0925,Steel Furnace,43.14,39.72,74.93,5.14,81.51,61.59,Missing,SAFE
Worker-0926,Refinery Zone,52.77,31.77,42.61,6.03,74.78,52.74,Missing,SAFE
Worker-0927,Steel Furnace,42.24,16.75,65.46,6.27,40.0,10.72,Available,SAFE
Worker-0928,Steel Furnace,56.92,69.34,49.93,7.79,71.99,91.19,Available,WARNING
Worker-0929,Assembly Line,33.51,16.8,66.2,2.39,49.53,40.28,Available,SAFE
Worker-0930,Refinery Zone,53.25,90.04,33.97,6.06,40.0,10.5,Missing,WARNING
Worker-0931,Chemical Plant,48.28,33.84,55.99,4.33,82.35,58.36,Missing,SAFE
Worker-0932,Refinery Zone,39.47,50.35,41.64,5.24,109.62,14.18,Missing,WARNING
Worker-0933,Refinery Zone,53.34,30.22,23.07,4.46,66.43,82.62,Available,SAFE
Worker-0934,Power Station,32.3,68.14,53.38,9.29,64.8,59.44,Missing,WARNING
Worker-0935,Mining Area,80.73,65.68,83.2,5.71,64.88,19.92,Available,SAFE
Worker-0936,Refinery Zone,46.61,18.04,56.49,8.83,82.99,74.95,Available,SAFE
Worker-0937,Mining Area,49.36,32.32,49.72,5.52,51.02,71.66,Available,SAFE
Worker-0938,Chemical Plant,41.63,21.78,100.0,8.37,53.53,24.59,Available,SAFE
Worker-0939,Steel Furnace,54.0,68.95,96.15,4.71,85.12,21.76,Available,SAFE
Worker-0940,Assembly Line,49.62,96.71,32.04,9.16,99.05,59.93,Available,WARNING
Worker-0941,Mining Area,43.47,23.94,75.02,5.45,88.09,86.05,Missing,WARNING
Worker-0942,Assembly Line,36.0,6.03,76.39,1.8,83.48,83.52,Available,SAFE
Worker-0943,Power Station,30.51,31.54,50.66,3.26,45.34,37.25,Available,SAFE
Worker-0944,Chemical Plant,38.81,26.53,27.46,4.12,115.45,73.45,Missing,WARNING
Worker-0945,Assembly Line,49.09,55.44,83.82,2.37,58.63,21.08,Missing,SAFE
Worker-0946,Power Station,61.38,31.3,33.28,6.0,89.48,54.84,Missing,WARNING
Worker-0947,Assembly Line,27.0,62.47,51.8,7.25,90.67,11.37,Available,SAFE
Worker-0948,Steel Furnace,22.94,13.43,44.48,8.11,76.58,28.51,Missing,WARNING
Worker-0949,Refinery Zone,60.4,59.99,92.38,6.96,83.32,40.22,Available,WARNING
Worker-0950,Assembly Line,35.92,67.76,91.47,4.41,84.13,35.74,Missing,WARNING
Worker-0951,Refinery Zone,64.84,40.77,61.59,6.95,90.18,86.78,Missing,CRITICAL
Worker-0952,Steel Furnace,41.87,37.18,77.16,8.71,86.07,45.28,Available,SAFE
Worker-0953,Steel Furnace,43.06,23.71,44.82,7.95,55.43,16.42,Missing,WARNING
Worker-0954,Power Station,40.91,75.84,43.9,4.04,78.77,17.62,Available,SAFE
Worker-0955,Chemical Plant,22.35,39.49,56.13,2.45,85.81,57.87,Available,SAFE
Worker-0956,Mining Area,61.26,50.26,63.97,7.11,74.82,16.3,Available,WARNING
Worker-0957,Steel Furnace,52.13,1.33,49.22,1.01,69.9,48.21,Missing,SAFE
Worker-0958,Refinery Zone,48.84,74.83,44.57,2.48,65.04,34.24,Available,SAFE
Worker-0959,Mining Area,39.79,64.27,38.92,4.87,83.56,34.42,Missing,SAFE
Worker-0960,Chemical Plant,40.06,86.87,54.5,5.53,40.0,36.85,Missing,WARNING
Worker-0961,Steel Furnace,54.21,54.39,63.35,8.43,98.25,35.8,Missing,WARNING
Worker-0962,Steel Furnace,20.52,22.38,23.86,9.65,69.5,36.59,Missing,WARNING
Worker-0963,Power Station,45.93,21.81,56.2,4.9,45.05,77.97,Available,SAFE
Worker-0964,Power Station,37.67,84.72,35.16,7.97,52.49,14.43,Available,WARNING
Worker-0965,Power Station,28.56,43.3,68.63,5.34,89.79,54.23,Available,SAFE
Worker-0966,Steel Furnace,54.13,31.07,48.27,7.08,62.6,44.43,Missing,WARNING
Worker-0967,Power Station,57.63,45.58,87.02,2.43,44.75,92.28,Available,WARNING
Worker-0968,Chemical Plant,25.04,0.0,46.01,3.04,78.23,89.18,Available,SAFE
Worker-0969,Chemical Plant,46.54,48.73,31.78,9.19,91.06,63.88,Missing,WARNING
Worker-0970,Refinery Zone,20.0,52.79,36.24,6.2,67.05,91.43,Available,SAFE
Worker-0971,Power Station,32.23,45.16,29.37,8.7,98.01,46.95,Missing,WARNING
Worker-0972,Power Station,37.1,31.91,44.72,7.91,92.52,27.5,Available,SAFE
Worker-0973,Assembly Line,39.26,0.0,48.59,2.34,51.42,53.35,Missing,SAFE
Worker-0974,Refinery Zone,58.89,42.72,56.45,5.43,88.12,86.18,Missing,WARNING
Worker-0975,Assembly Line,33.43,0.65,46.28,1.34,62.66,64.69,Available,SAFE
Worker-0976,Refinery Zone,55.32,29.68,58.86,4.74,98.68,93.12,Missing,CRITICAL
Worker-0977,Mining Area,35.97,29.17,42.99,4.41,64.18,87.42,Missing,WARNING
Worker-0978,Chemical Plant,24.75,89.2,66.4,6.54,46.86,13.36,Available,SAFE
Worker-0979,Steel Furnace,70.57,17.3,79.52,3.89,102.99,17.95,Missing,WARNING
Worker-0980,Assembly Line,29.46,39.91,59.27,3.86,88.19,75.14,Missing,WARNING
Worker-0981,Assembly Line,20.0,44.47,65.87,7.06,79.99,13.99,Available,SAFE
Worker-0982,Mining Area,67.73,54.54,52.53,8.94,65.0,11.71,Available,WARNING
Worker-0983,Mining Area,42.45,85.92,56.33,8.37,74.6,40.59,Missing,CRITICAL
Worker-0984,Refinery Zone,74.4,56.27,61.66,5.78,75.74,43.98,Missing,WARNING
Worker-0985,Assembly Line,47.01,55.71,45.77,8.58,67.31,40.79,Available,SAFE
Worker-0986,Mining Area,39.32,97.07,68.62,1.55,49.49,45.13,Available,SAFE
Worker-0987,Mining Area,20.0,84.99,74.06,7.94,85.66,13.3,Available,WARNING
Worker-0988,Assembly Line,47.48,10.45,50.33,4.87,91.84,50.01,Available,SAFE
Worker-0989,Mining Area,41.59,41.46,62.71,7.0,89.57,87.48,Missing,WARNING
Worker-0990,Steel Furnace,62.93,7.03,70.09,4.16,87.53,42.03,Available,SAFE
Worker-0991,Chemical Plant,33.81,28.46,75.07,3.52,62.71,26.28,Available,SAFE
Worker-0992,Mining Area,61.78,45.33,56.41,4.21,72.8,73.55,Missing,WARNING
Worker-0993,Power Station,64.73,50.26,56.79,1.36,120.0,93.67,Missing,CRITICAL
Worker-0994,Steel Furnace,29.17,36.16,35.35,6.27,94.05,59.88,Available,SAFE
Worker-0995,Mining Area,63.36,40.06,52.7,5.84,41.58,66.41,Missing,WARNING
Worker-0996,Steel Furnace,37.62,78.2,40.54,9.39,83.13,42.56,Available,WARNING
Worker-0997,Assembly Line,44.05,8.73,61.51,9.37,95.98,51.12,Missing,WARNING
Worker-0998,Assembly Line,29.32,44.34,47.51,9.1,89.94,87.42,Missing,WARNING
Worker-0999,Assembly Line,45.47,62.25,81.75,2.18,88.83,61.08,Available,SAFE
Worker-1000,Chemical Plant,44.96,31.67,53.12,4.29,67.51,46.76,Missing,SAFE
Worker-1001,Power Station,34.98,49.83,33.04,6.17,75.31,64.18,Missing,SAFE
Worker-1002,Steel Furnace,69.65,54.78,83.35,4.89,60.52,51.16,Available,SAFE
Worker-1003,Power Station,62.79,83.51,48.94,1.82,69.92,88.47,Missing,CRITICAL
Worker-1004,Chemical Plant,33.69,54.57,82.5,8.52,40.14,13.71,Available,SAFE
Worker-1005,Mining Area,51.14,38.08,62.27,3.36,84.18,15.69,Missing,SAFE
Worker-1006,Power Station,41.79,69.26,68.38,4.67,79.41,26.26,Missing,SAFE
Worker-1007,Mining Area,58.48,45.94,73.19,9.17,110.33,20.41,Available,WARNING
Worker-1008,Chemical Plant,60.58,47.33,49.78,1.63,40.0,33.64,Missing,WARNING
Worker-1009,Steel Furnace,50.86,41.15,53.59,7.04,40.0,23.79,Missing,WARNING
Worker-1010,Refinery Zone,70.74,42.56,66.56,7.02,94.05,20.73,Missing,CRITICAL
Worker-1011,Assembly Line,33.89,66.62,63.03,7.78,80.97,28.62,Missing,WARNING
Worker-1012,Chemical Plant,76.27,19.8,53.2,9.66,79.63,85.67,Missing,CRITICAL
Worker-1013,Chemical Plant,56.8,31.01,10.0,3.83,102.18,59.38,Available,WARNING
Worker-1014,Mining Area,35.89,84.2,88.96,7.4,93.77,14.42,Missing,CRITICAL
Worker-1015,Chemical Plant,43.04,73.21,42.48,5.35,58.88,85.38,Missing,WARNING
Worker-1016,Power Station,65.68,28.21,58.9,9.93,56.55,75.49,Missing,CRITICAL
Worker-1017,Power Station,45.11,8.04,50.25,8.02,46.27,75.55,Missing,WARNING
Worker-1018,Power Station,20.0,78.35,100.0,6.04,75.92,51.34,Available,WARNING
Worker-1019,Steel Furnace,25.22,45.5,63.59,2.18,101.9,75.12,Available,SAFE
Worker-1020,Assembly Line,30.73,36.45,39.86,9.41,75.96,25.6,Missing,WARNING
Worker-1021,Mining Area,36.54,7.65,85.1,5.11,65.05,24.52,Missing,WARNING
Worker-1022,Steel Furnace,46.03,1.34,66.63,6.09,54.06,70.75,Available,SAFE
Worker-1023,Power Station,39.0,26.37,57.9,1.08,87.26,47.6,Missing,SAFE
Worker-1024,Power Station,45.88,29.9,53.14,6.52,40.0,83.85,Available,SAFE
Worker-1025,Chemical Plant,33.4,92.47,61.74,3.56,54.28,14.0,Available,SAFE
Worker-1026,Steel Furnace,57.85,54.95,67.89,8.68,66.48,87.72,Missing,CRITICAL
Worker-1027,Assembly Line,51.76,38.46,71.12,1.45,40.0,13.73,Missing,SAFE
Worker-1028,Steel Furnace,38.49,88.05,44.66,7.03,62.92,10.03,Available,WARNING
Worker-1029,Mining Area,38.28,14.63,15.83,3.89,70.39,91.93,Missing,WARNING
Worker-1030,Steel Furnace,42.83,46.08,80.46,3.71,71.19,18.04,Missing,SAFE
Worker-1031,Power Station,53.69,80.3,47.44,2.26,76.98,62.92,Missing,WARNING
Worker-1032,Power Station,45.31,8.36,24.62,9.54,82.33,81.61,Missing,WARNING
Worker-1033,Power Station,39.24,50.06,59.64,2.45,55.47,93.15,Missing,WARNING
Worker-1034,Refinery Zone,44.32,14.17,87.82,2.16,47.88,46.58,Missing,WARNING
Worker-1035,Assembly Line,53.56,36.71,49.63,8.1,92.06,12.65,Available,SAFE
Worker-1036,Mining Area,45.44,57.92,40.37,1.6,46.9,94.09,Missing,WARNING
Worker-1037,Refinery Zone,46.61,37.03,72.53,3.21,73.4,55.23,Available,SAFE
Worker-1038,Assembly Line,73.33,40.89,73.95,2.7,58.28,58.75,Missing,WARNING
Worker-1039,Refinery Zone,51.78,36.1,60.58,4.17,88.96,29.89,Available,SAFE
Worker-1040,Power Station,51.86,97.46,57.24,7.24,86.82,51.59,Missing,CRITICAL
Worker-1041,Mining Area,20.0,47.37,27.49,7.36,40.0,89.95,Available,SAFE
Worker-1042,Refinery Zone,40.73,42.35,100.0,2.52,69.84,74.64,Available,SAFE
Worker-1043,Power Station,49.43,39.04,51.79,5.87,111.38,82.22,Missing,WARNING
Worker-1044,Steel Furnace,20.0,35.97,100.0,2.7,70.39,86.58,Missing,WARNING
Worker-1045,Steel Furnace,61.55,81.05,64.38,2.09,58.16,16.69,Available,WARNING
Worker-1046,Chemical Plant,20.0,62.1,43.7,4.88,78.52,24.86,Available,SAFE
Worker-1047,Steel Furnace,45.51,51.71,37.7,1.85,98.94,92.95,Available,SAFE
Worker-1048,Assembly Line,36.05,3.14,57.82,8.29,75.69,55.61,Missing,WARNING
Worker-1049,Assembly Line,41.45,42.01,37.94,1.59,91.41,68.7,Available,SAFE
Worker-1050,Assembly Line,20.0,81.11,35.45,7.03,63.17,92.51,Available,WARNING
Worker-1051,Assembly Line,50.38,15.09,30.13,3.29,40.0,80.14,Missing,WARNING
Worker-1052,Refinery Zone,88.91,20.14,41.57,1.77,63.69,70.7,Available,SAFE
Worker-1053,Refinery Zone,54.18,20.54,32.37,5.22,40.0,41.26,Available,SAFE
Worker-1054,Power Station,40.49,29.21,84.87,3.58,99.56,49.11,Available,SAFE
Worker-1055,Power Station,36.5,30.0,46.86,3.52,61.05,20.83,Missing,SAFE
Worker-1056,Refinery Zone,35.47,50.21,67.21,4.06,56.79,70.18,Missing,SAFE
Worker-1057,Power Station,20.73,54.52,43.65,5.83,81.43,47.16,Missing,SAFE
Worker-1058,Mining Area,55.08,7.49,30.42,3.03,108.45,31.85,Available,WARNING
Worker-1059,Assembly Line,20.0,36.23,55.45,4.36,89.31,42.6,Missing,SAFE
Worker-1060,Power Station,51.76,70.17,28.58,8.36,96.63,13.26,Missing,CRITICAL
Worker-1061,Refinery Zone,45.56,72.3,58.6,7.01,40.0,11.09,Missing,CRITICAL
Worker-1062,Power Station,42.72,71.5,42.13,4.96,67.24,52.19,Missing,WARNING
Worker-1063,Steel Furnace,70.07,22.47,70.11,6.39,73.27,78.64,Available,WARNING
Worker-1064,Mining Area,41.48,22.66,75.96,8.75,40.0,16.66,Missing,WARNING
Worker-1065,Steel Furnace,54.69,17.52,85.05,2.13,78.23,21.03,Missing,WARNING
Worker-1066,Mining Area,54.66,47.05,24.95,6.46,57.79,89.09,Available,SAFE
Worker-1067,Refinery Zone,62.71,55.08,40.67,8.08,59.08,14.79,Missing,CRITICAL
Worker-1068,Mining Area,46.54,0.0,93.47,4.19,83.83,62.08,Missing,WARNING
Worker-1069,Mining Area,63.67,100.79,33.58,1.76,90.43,20.14,Missing,CRITICAL
Worker-1070,Mining Area,45.02,6.39,69.86,8.1,91.67,39.83,Available,SAFE
Worker-1071,Power Station,20.0,7.63,62.73,2.5,75.51,13.97,Missing,SAFE
Worker-1072,Assembly Line,34.25,65.24,70.62,9.51,92.16,44.76,Missing,WARNING
Worker-1073,Steel Furnace,38.32,96.35,43.75,2.7,117.11,53.17,Missing,WARNING
Worker-1074,Chemical Plant,65.52,48.15,77.02,2.02,99.48,71.25,Missing,WARNING
Worker-1075,Refinery Zone,59.64,45.02,73.72,2.33,40.0,73.44,Available,SAFE
Worker-1076,Mining Area,69.8,60.58,64.8,7.05,84.73,43.52,Missing,CRITICAL
Worker-1077,Refinery Zone,74.87,54.82,91.81,5.7,63.62,16.3,Missing,WARNING
Worker-1078,Refinery Zone,51.52,35.15,70.76,2.06,81.13,94.17,Missing,WARNING
Worker-1079,Steel Furnace,30.03,57.97,77.27,3.88,78.43,66.97,Available,SAFE
Worker-1080,Power Station,52.02,15.74,37.72,3.82,62.38,25.2,Missing,SAFE
Worker-1081,Power Station,41.79,65.93,53.58,3.88,43.29,73.28,Missing,SAFE
Worker-1082,Steel Furnace,44.12,56.16,63.99,2.42,96.88,68.7,Available,SAFE
Worker-1083,Power Station,77.68,49.86,57.05,9.11,94.28,73.81,Available,WARNING
Worker-1084,Steel Furnace,82.38,38.12,53.64,3.94,77.33,62.98,Available,SAFE
Worker-1085,Refinery Zone,20.0,30.32,27.32,2.48,66.5,68.58,Available,SAFE
Worker-1086,Refinery Zone,23.6,46.73,77.25,1.65,41.1,22.53,Available,SAFE
Worker-1087,Chemical Plant,57.3,65.43,79.08,5.29,99.37,64.59,Available,WARNING
Worker-1088,Assembly Line,46.64,34.59,60.04,4.22,105.66,33.58,Missing,WARNING
Worker-1089,Refinery Zone,65.66,70.5,52.74,7.93,92.09,57.72,Missing,CRITICAL
Worker-1090,Chemical Plant,46.12,70.64,100.0,7.74,86.96,92.0,Available,CRITICAL
Worker-1091,Chemical Plant,45.74,63.06,52.69,1.84,120.0,75.29,Available,SAFE
